"timesteps","Variabilidade - _step","Variabilidade - _step__MIN","Variabilidade - _step__MAX","Variabilidade - mean_reward_test","Variabilidade - mean_reward_test__MIN","Variabilidade - mean_reward_test__MAX","Sustentabilidade - _step","Sustentabilidade - _step__MIN","Sustentabilidade - _step__MAX","Sustentabilidade - mean_reward_test","Sustentabilidade - mean_reward_test__MIN","Sustentabilidade - mean_reward_test__MAX","Lucro - _step","Lucro - _step__MIN","Lucro - _step__MAX","Lucro - mean_reward_test","Lucro - mean_reward_test__MIN","Lucro - mean_reward_test__MAX"
"672256","1355132.5","1355122","1355137","408.74510411999995","408.74510411999995","408.74510411999995","1355132.5","1355122","1355137","194.77763926000006","194.77763926000003","194.77763926000003","1355132.5","1355122","1355137","424.0350730800001","424.0350730800001","424.0350730800001"
"675584","1361841.5","1361831","1361846","406.95583174000006","406.95583174","406.95583174","1361841.5","1361831","1361846","195.44759388999998","195.44759388999995","195.44759388999995","1361841.5","1361831","1361846","416.48624414","416.48624414","416.48624414"
"678912","1368549.5","1368539","1368554","428.57854009000005","428.5785400900001","428.5785400900001","1368549.5","1368539","1368554","199.14429617","199.14429617","199.14429617","1368549.5","1368539","1368554","406.4011834900001","406.40118349000005","406.40118349000005"
"682240","1375258.5","1375248","1375263","426.69875134999995","426.69875135","426.69875135","1375258.5","1375248","1375263","214.36388457","214.36388457000004","214.36388457000004","1375258.5","1375248","1375263","429.07892224","429.07892224000005","429.07892224000005"
"685568","1381966.5","1381956","1381971","432.6903924499999","432.69039244999993","432.69039244999993","1381966.5","1381956","1381971","212.30140326999987","212.30140326999992","212.30140326999992","1381966.5","1381956","1381971","423.96580267999985","423.9658026799999","423.9658026799999"
"688896","1388675.5","1388665","1388680","411.54829067","411.54829067","411.54829067","1388675.5","1388665","1388680","209.40740205999992","209.40740205999995","209.40740205999995","1388675.5","1388665","1388680","427.9424920700002","427.94249207000007","427.94249207000007"
"692224","1395384.5","1395374","1395389","394.2823202999999","394.2823203","394.2823203","1395384.5","1395374","1395389","210.15358304999998","210.15358304999998","210.15358304999998","1395384.5","1395374","1395389","402.4172680500001","402.4172680500001","402.4172680500001"
"695552","1402092.5","1402082","1402097","379.17027426","379.1702742599999","379.1702742599999","1402092.5","1402082","1402097","211.10786924000007","211.10786924","211.10786924","1402092.5","1402082","1402097","419.5986223199999","419.59862232","419.59862232"
"698880","1408801.5","1408791","1408806","363.28823731999995","363.2882373199999","363.2882373199999","1408801.5","1408791","1408806","213.00136326000003","213.00136326","213.00136326","1408801.5","1408791","1408806","403.33001918999986","403.33001918999986","403.33001918999986"
"702208","1415510.5","1415500","1415515","387.1910241","387.19102409999994","387.19102409999994","1415510.5","1415500","1415515","196.53343275","196.53343275","196.53343275","1415510.5","1415500","1415515","393.89633519000006","393.89633519","393.89633519"
"705536","1422218.5","1422208","1422223","393.97355667999994","393.97355667999994","393.97355667999994","1422218.5","1422208","1422223","202.66688506000003","202.66688506000003","202.66688506000003","1422218.5","1422208","1422223","375.61011286999997","375.61011286999997","375.61011286999997"
"708864","1428927.5","1428917","1428932","420.15038591999985","420.1503859199999","420.1503859199999","1428927.5","1428917","1428932","206.03535043000005","206.03535043","206.03535043","1428927.5","1428917","1428932","392.41219108","392.41219108000007","392.41219108000007"
"712192","1435635.5","1435625","1435640","399.80060908","399.80060908","399.80060908","1435635.5","1435625","1435640","214.75437341","214.75437341","214.75437341","1435635.5","1435625","1435640","418.55311888999995","418.55311888999995","418.55311888999995"
"715520","1442344.5","1442334","1442349","412.10432640000005","412.10432640000005","412.10432640000005","1442344.5","1442334","1442349","215.36142333999993","215.36142333999996","215.36142333999996","1442344.5","1442334","1442349","414.07404736","414.07404736000007","414.07404736000007"
"718848","1449053.5","1449043","1449058","369.26298007","369.26298006999997","369.26298006999997","1449053.5","1449043","1449058","211.88560272","211.88560272000004","211.88560272000004","1449053.5","1449043","1449058","418.67278256000003","418.67278256","418.67278256"
"722176","1455761.5","1455751","1455766","386.27022772999993","386.2702277299999","386.2702277299999","1455761.5","1455751","1455766","216.66597234000002","216.66597234","216.66597234","1455761.5","1455751","1455766","409.85573531","409.85573531","409.85573531"
"725504","1462470.5","1462460","1462475","384.37876801999994","384.37876802","384.37876802","1462470.5","1462460","1462475","197.63157945000006","197.63157945000003","197.63157945000003","1462470.5","1462460","1462475","414.52234967000004","414.52234967000004","414.52234967000004"
"728832","1469178.5","1469168","1469183","398.04802161","398.04802161","398.04802161","1469178.5","1469168","1469183","215.27433150000002","215.27433150000002","215.27433150000002","1469178.5","1469168","1469183","389.6834672","389.6834672","389.6834672"
"732160","1475887.5","1475877","1475892","400.60064449999993","400.6006445","400.6006445","1475887.5","1475877","1475892","215.29173107999992","215.29173107999998","215.29173107999998","1475887.5","1475877","1475892","397.10415315","397.10415315","397.10415315"
"735488","1482596.5","1482586","1482601","406.54674589","406.54674589","406.54674589","1482596.5","1482586","1482601","238.17365066","238.17365066","238.17365066","1482596.5","1482586","1482601","409.6089804399999","409.6089804399999","409.6089804399999"
"738816","1489304.5","1489294","1489309","428.03599769","428.03599769","428.03599769","1489304.5","1489294","1489309","235.35228173000002","235.35228173000004","235.35228173000004","1489304.5","1489294","1489309","432.10973930999995","432.10973931","432.10973931"
"742144","1496013.5","1496003","1496018","397.99983371","397.99983370999996","397.99983370999996","1496013.5","1496003","1496018","216.11992781","216.11992780999998","216.11992780999998","1496013.5","1496003","1496018","407.4180719","407.4180718999999","407.4180718999999"
"745472","1502722.5","1502712","1502727","373.10817737","373.10817737","373.10817737","1502722.5","1502712","1502727","212.96040210000004","212.96040210000004","212.96040210000004","1502722.5","1502712","1502727","395.9143632099999","395.9143632099999","395.9143632099999"
"748800","1509430.5","1509420","1509435","343.53670956","343.53670956","343.53670956","1509430.5","1509420","1509435","201.31983330999995","201.31983330999995","201.31983330999995","1509430.5","1509420","1509435","398.77849432","398.77849432000005","398.77849432000005"
"752128","1516139.5","1516129","1516144","373.2377021600001","373.23770216000014","373.23770216000014","1516139.5","1516129","1516144","217.07027437000008","217.07027437000005","217.07027437000005","1516139.5","1516129","1516144","404.81773221","404.81773221","404.81773221"
"755456","1522847.5","1522837","1522852","398.34333296000017","398.3433329600001","398.3433329600001","1522847.5","1522837","1522852","195.86314894999998","195.86314894999998","195.86314894999998","1522847.5","1522837","1522852","397.35005662000003","397.35005662000003","397.35005662000003"
"758784","1529556.5","1529546","1529561","392.63464627999997","392.63464627999997","392.63464627999997","1529556.5","1529546","1529561","213.36411952","213.36411951999997","213.36411951999997","1529556.5","1529546","1529561","396.97913267000007","396.97913267","396.97913267"
"762112","1536265.5","1536255","1536270","353.13594946","353.13594945999995","353.13594945999995","1536265.5","1536255","1536270","195.64768388","195.64768388000002","195.64768388000002","1536265.5","1536255","1536270","400.98087498","400.98087498","400.98087498"
"765440","1542973.5","1542963","1542978","336.4718625499999","336.4718625499999","336.4718625499999","1542973.5","1542963","1542978","227.61413650000006","227.61413650000003","227.61413650000003","1542973.5","1542963","1542978","415.40578578","415.40578578000003","415.40578578000003"
"768768","1549682.5","1549672","1549687","341.32697096","341.32697096","341.32697096","1549682.5","1549672","1549687","210.81374518000004","210.81374518","210.81374518","1549682.5","1549672","1549687","427.4307135600001","427.43071355999996","427.43071355999996"
"772096","1556390.5","1556380","1556395","373.93667753999995","373.93667753999995","373.93667753999995","1556390.5","1556380","1556395","239.30512896999997","239.30512896999997","239.30512896999997","1556390.5","1556380","1556395","411.1647991199999","411.16479912","411.16479912"
"775424","1563099.5","1563089","1563104","369.00832289999994","369.00832289999994","369.00832289999994","1563099.5","1563089","1563104","216.01034876","216.01034876000003","216.01034876000003","1563099.5","1563089","1563104","395.62527632999996","395.62527632999996","395.62527632999996"
"778752","1569808.5","1569798","1569813","402.0107763799999","402.0107763799999","402.0107763799999","1569808.5","1569798","1569813","212.40167608999994","212.40167608999997","212.40167608999997","1569808.5","1569798","1569813","384.77579410999994","384.77579411","384.77579411"
"782080","1576516.5","1576506","1576521","379.3287426000001","379.32874260000006","379.32874260000006","1576516.5","1576506","1576521","214.52851917","214.52851917","214.52851917","1576516.5","1576506","1576521","400.4435705799999","400.4435705799999","400.4435705799999"
"785408","1583225.5","1583215","1583230","390.8462756899999","390.84627568999997","390.84627568999997","1583225.5","1583215","1583230","211.03975682000004","211.03975681999998","211.03975681999998","1583225.5","1583215","1583230","404.4796744300001","404.4796744300001","404.4796744300001"
"788736","1589934.5","1589924","1589939","376.58817962999996","376.58817962999996","376.58817962999996","1589934.5","1589924","1589939","211.11406639000003","211.11406639000003","211.11406639000003","1589934.5","1589924","1589939","387.7517424799999","387.7517424799999","387.7517424799999"
"792064","1596642.5","1596632","1596647","418.37411005000007","418.37411005","418.37411005","1596642.5","1596632","1596647","191.76419721999997","191.76419722","191.76419722","1596642.5","1596632","1596647","399.64618281999986","399.64618281999986","399.64618281999986"
"795392","1603351.5","1603341","1603356","419.44368587","419.44368587","419.44368587","1603351.5","1603341","1603356","207.84043143999995","207.84043143999995","207.84043143999995","1603351.5","1603341","1603356","395.0775888899999","395.07758888999996","395.07758888999996"
"798720","1610059.5","1610049","1610064","413.2698912300001","413.26989123000004","413.26989123000004","1610059.5","1610049","1610064","225.79923707999998","225.79923707999995","225.79923707999995","1610059.5","1610049","1610064","415.18203146","415.18203146","415.18203146"
"802048","1616768.5","1616758","1616773","384.2046199299999","384.20461993","384.20461993","1616768.5","1616758","1616773","235.26970406000004","235.26970405999998","235.26970405999998","1616768.5","1616758","1616773","405.75093167","405.75093167","405.75093167"
"805376","1623477.5","1623467","1623482","369.9231912800001","369.9231912800001","369.9231912800001","1623477.5","1623467","1623482","225.5550555999999","225.55505559999995","225.55505559999995","1623477.5","1623467","1623482","417.3543478699999","417.35434786999997","417.35434786999997"
"808704","1630185.5","1630175","1630190","374.6934875800001","374.69348758000007","374.69348758000007","1630185.5","1630175","1630190","207.14559899000002","207.14559899","207.14559899","1630185.5","1630175","1630190","418.44816248","418.44816248","418.44816248"
"812032","1636894.5","1636884","1636899","385.98591013","385.98591013000004","385.98591013000004","1636894.5","1636884","1636899","205.07109815000007","205.07109815","205.07109815","1636894.5","1636884","1636899","418.12940943999996","418.12940943999996","418.12940943999996"
"815360","1643602.5","1643592","1643607","400.52022823000004","400.52022823","400.52022823","1643602.5","1643592","1643607","225.15229187","225.15229187","225.15229187","1643602.5","1643592","1643607","410.85955458","410.85955458000007","410.85955458000007"
"818688","1650311.5","1650301","1650316","425.22600512","425.22600512","425.22600512","1650311.5","1650301","1650316","226.14815096000004","226.14815096","226.14815096","1650311.5","1650301","1650316","402.17806195","402.17806195","402.17806195"
"822016","1657020.5","1657010","1657025","419.1917766199999","419.1917766199999","419.1917766199999","1657020.5","1657010","1657025","213.37432893000002","213.37432893000002","213.37432893000002","1657020.5","1657010","1657025","412.8348228999999","412.83482289999995","412.83482289999995"
"825344","1663728.5","1663718","1663733","419.52127745000007","419.52127745000007","419.52127745000007","1663728.5","1663718","1663733","205.71941824999993","205.7194182499999","205.7194182499999","1663728.5","1663718","1663733","405.36021712","405.36021712","405.36021712"
"828672","1670437.5","1670427","1670442","383.40183779999995","383.4018377999999","383.4018377999999","1670437.5","1670427","1670442","218.99983031000005","218.99983031000002","218.99983031000002","1670437.5","1670427","1670442","390.3881955500001","390.3881955500001","390.3881955500001"
"832000","1677146.5","1677136","1677151","382.84261418999995","382.84261418999995","382.84261418999995","1677146.5","1677136","1677151","209.5797065900001","209.57970659000006","209.57970659000006","1677146.5","1677136","1677151","356.35330952","356.35330952","356.35330952"
"835328","1683854.5","1683844","1683859","394.07852154999995","394.07852154999995","394.07852154999995","1683854.5","1683844","1683859","215.60986994","215.60986994000004","215.60986994000004","1683854.5","1683844","1683859","360.87456156","360.87456156","360.87456156"
"838656","1690563.5","1690553","1690568","440.41785888999993","440.41785888999993","440.41785888999993","1690563.5","1690553","1690568","207.64928360000002","207.64928360000002","207.64928360000002","1690563.5","1690553","1690568","380.98202489","380.98202488999993","380.98202488999993"
"841984","1697271.5","1697261","1697276","444.97386035000005","444.97386035000005","444.97386035000005","1697271.5","1697261","1697276","215.43645038999992","215.43645038999995","215.43645038999995","1697271.5","1697261","1697276","396.23876005000005","396.23876005000005","396.23876005000005"
"845312","1703980.5","1703970","1703985","439.4970314399999","439.49703144","439.49703144","1703980.5","1703970","1703985","205.40187319000003","205.40187319000003","205.40187319000003","1703980.5","1703970","1703985","404.9761323500001","404.97613235000006","404.97613235000006"
"848640","1710689.5","1710679","1710694","421.5220813199999","421.5220813199999","421.5220813199999","1710689.5","1710679","1710694","213.62588985999997","213.62588986000003","213.62588986000003","1710689.5","1710679","1710694","390.81525621000003","390.8152562100001","390.8152562100001"
"851968","1717397.5","1717387","1717402","422.65512192","422.65512192","422.65512192","1717397.5","1717387","1717402","223.64295424999995","223.64295424999992","223.64295424999992","1717397.5","1717387","1717402","382.96014134","382.96014133999995","382.96014133999995"
"855296","1724106.5","1724096","1724111","418.69873683000003","418.69873683","418.69873683","1724106.5","1724096","1724111","225.72921160999996","225.72921160999994","225.72921160999994","1724106.5","1724096","1724111","386.8160257200001","386.81602572","386.81602572"
"858624","1730814.5","1730804","1730819","439.1435981499999","439.1435981499999","439.1435981499999","1730814.5","1730804","1730819","206.15146967000004","206.15146967","206.15146967","1730814.5","1730804","1730819","384.28175953999977","384.2817595399998","384.2817595399998"
"861952","1737523.5","1737513","1737528","425.52543359999993","425.5254336","425.5254336","1737523.5","1737513","1737528","221.72061892999997","221.72061892999997","221.72061892999997","1737523.5","1737513","1737528","408.7794857499999","408.7794857499999","408.7794857499999"
"865280","1744232.5","1744222","1744237","424.50058011000004","424.50058011","424.50058011","1744232.5","1744222","1744237","212.24500031","212.24500031","212.24500031","1744232.5","1744222","1744237","417.51877189000004","417.51877189","417.51877189"
"868608","1750940.5","1750930","1750945","383.66817921999996","383.66817921999996","383.66817921999996","1750940.5","1750930","1750945","232.53860897","232.53860896999998","232.53860896999998","1750940.5","1750930","1750945","424.71447894","424.71447894","424.71447894"
"871936","1757649.5","1757639","1757654","367.9835512099999","367.9835512099999","367.9835512099999","1757649.5","1757639","1757654","231.06729066","231.06729066","231.06729066","1757649.5","1757639","1757654","387.03272726","387.03272726","387.03272726"
"875264","1764358.5","1764348","1764363","387.25250984","387.25250983999996","387.25250983999996","1764358.5","1764348","1764363","223.12011662999998","223.12011662999998","223.12011662999998","1764358.5","1764348","1764363","369.9892418600001","369.98924186000005","369.98924186000005"
"878592","1771066.5","1771056","1771071","415.06437855999997","415.0643785599999","415.0643785599999","1771066.5","1771056","1771071","196.0427989","196.0427989","196.0427989","1771066.5","1771056","1771071","374.62462517","374.62462517000006","374.62462517000006"
"881920","1777775.5","1777765","1777780","446.77339695000006","446.7733969500001","446.7733969500001","1777775.5","1777765","1777780","176.48270327999995","176.48270327999998","176.48270327999998","1777775.5","1777765","1777780","399.19607527000005","399.19607527","399.19607527"
"885248","1784483.5","1784473","1784488","401.79843625000007","401.79843625","401.79843625","1784483.5","1784473","1784488","187.78985624999999","187.78985624999999","187.78985624999999","1784483.5","1784473","1784488","402.36201488","402.36201488","402.36201488"
"888576","1791192.5","1791182","1791197","374.52358422","374.52358422","374.52358422","1791192.5","1791182","1791197","204.1382402499999","204.13824024999994","204.13824024999994","1791192.5","1791182","1791197","411.6958235499998","411.6958235499999","411.6958235499999"
"891904","1797901.5","1797891","1797906","376.33350497","376.33350497","376.33350497","1797901.5","1797891","1797906","198.55179279000004","198.55179279000004","198.55179279000004","1797901.5","1797891","1797906","414.61740521999997","414.61740522","414.61740522"
"895232","1804609.5","1804599","1804614","381.09906047000004","381.09906047000004","381.09906047000004","1804609.5","1804599","1804614","205.95596563999996","205.95596564","205.95596564","1804609.5","1804599","1804614","419.7368400999999","419.7368400999999","419.7368400999999"
"898560","1811318.5","1811308","1811323","421.17390927","421.17390927","421.17390927","1811318.5","1811308","1811323","206.72262159000002","206.72262159000002","206.72262159000002","1811318.5","1811308","1811323","413.60821261999996","413.60821261999996","413.60821261999996"
"901888","1818026.5","1818016","1818031","397.04279455000005","397.04279455000005","397.04279455000005","1818026.5","1818016","1818031","222.84507357000004","222.84507357","222.84507357","1818026.5","1818016","1818031","426.15706362","426.15706362000003","426.15706362000003"
"905216","1824735.5","1824725","1824740","411.84111975999997","411.84111976","411.84111976","1824735.5","1824725","1824740","215.20808531999998","215.20808531999998","215.20808531999998","1824735.5","1824725","1824740","422.45090197","422.4509019700001","422.4509019700001"
"908544","1831444.5","1831434","1831449","413.7824305099999","413.78243051","413.78243051","1831444.5","1831434","1831449","214.92537089","214.92537088999995","214.92537088999995","1831444.5","1831434","1831449","418.15946059000004","418.1594605900001","418.1594605900001"
"911872","1838152.5","1838142","1838157","445.30418500999997","445.3041850100001","445.3041850100001","1838152.5","1838142","1838157","201.00296165000003","201.00296165","201.00296165","1838152.5","1838142","1838157","413.50892586000003","413.50892586000003","413.50892586000003"
"915200","1844861.5","1844851","1844866","424.37112625000003","424.37112625000003","424.37112625000003","1844861.5","1844851","1844866","208.80531472","208.80531471999998","208.80531471999998","1844861.5","1844851","1844866","434.06162433","434.0616243299999","434.0616243299999"
"918528","1851570.5","1851560","1851575","432.1120641799999","432.11206417999995","432.11206417999995","1851570.5","1851560","1851575","197.89497843999996","197.89497844","197.89497844","1851570.5","1851560","1851575","430.09452970999985","430.09452970999996","430.09452970999996"
"921856","1858278.5","1858268","1858283","405.4626016200001","405.46260162000016","405.46260162000016","1858278.5","1858268","1858283","185.05393194999994","185.05393194999996","185.05393194999996","1858278.5","1858268","1858283","405.3798939500001","405.37989395000005","405.37989395000005"
"925184","1864987.5","1864977","1864992","414.1531158100001","414.15311581000003","414.15311581000003","1864987.5","1864977","1864992","164.55590497999995","164.55590497999998","164.55590497999998","1864987.5","1864977","1864992","391.87376549000004","391.87376549","391.87376549"
"928512","1871695.5","1871685","1871700","397.38771090999995","397.38771091","397.38771091","1871695.5","1871685","1871700","186.44602308000006","186.44602308000006","186.44602308000006","1871695.5","1871685","1871700","401.03943956000006","401.03943956","401.03943956"
"931840","1878404.5","1878394","1878409","392.09526088000007","392.09526088000007","392.09526088000007","1878404.5","1878394","1878409","192.44529424000004","192.44529424","192.44529424","1878404.5","1878394","1878409","409.85195883","409.85195882999994","409.85195882999994"
"935168","1885113.5","1885103","1885118","386.15561404999994","386.15561404999994","386.15561404999994","1885113.5","1885103","1885118","197.58596241000006","197.58596241000004","197.58596241000004","1885113.5","1885103","1885118","415.67534932000024","415.6753493200001","415.6753493200001"
"938496","1891821.5","1891811","1891826","380.5056812600001","380.5056812600001","380.5056812600001","1891821.5","1891811","1891826","193.41749534","193.41749534","193.41749534","1891821.5","1891811","1891826","428.87223444000017","428.8722344400001","428.8722344400001"
"941824","1898530.5","1898520","1898535","384.2578209499999","384.25782094999994","384.25782094999994","1898530.5","1898520","1898535","212.46151139","212.46151139000003","212.46151139000003","1898530.5","1898520","1898535","432.7836083000001","432.78360829999997","432.78360829999997"
"945152","1905238.5","1905228","1905243","378.33500852000003","378.33500852000003","378.33500852000003","1905238.5","1905228","1905243","228.11177893000007","228.11177893000004","228.11177893000004","1905238.5","1905228","1905243","422.19705014","422.1970501399999","422.1970501399999"
"948480","1911947.5","1911937","1911952","376.59275033999995","376.59275034","376.59275034","1911947.5","1911937","1911952","231.75756713000004","231.75756713","231.75756713","1911947.5","1911937","1911952","403.35856401000007","403.35856401000007","403.35856401000007"
"951808","1918656.5","1918646","1918661","410.64017774000007","410.64017774","410.64017774","1918656.5","1918646","1918661","234.40437008","234.40437007999998","234.40437007999998","1918656.5","1918646","1918661","396.4931534","396.4931534","396.4931534"
"955136","1925364.5","1925354","1925369","416.55669477999993","416.55669478000004","416.55669478000004","1925364.5","1925354","1925369","224.22720325999995","224.22720326","224.22720326","1925364.5","1925354","1925369","407.6237078099999","407.62370781","407.62370781"
"958464","1932073.5","1932063","1932078","437.2912032499999","437.29120324999997","437.29120324999997","1932073.5","1932063","1932078","194.5857520499999","194.58575204999994","194.58575204999994","1932073.5","1932063","1932078","428.4041113100001","428.40411131","428.40411131"
"961792","1938782.5","1938772","1938787","408.84380073","408.84380072999994","408.84380072999994","1938782.5","1938772","1938787","188.81788383999998","188.81788384","188.81788384","1938782.5","1938772","1938787","429.77421354999984","429.7742135499999","429.7742135499999"
"965120","1945490.5","1945480","1945495","404.52426113","404.52426113","404.52426113","1945490.5","1945480","1945495","195.78859423","195.78859423000003","195.78859423000003","1945490.5","1945480","1945495","418.2820506899999","418.28205069","418.28205069"
"968448","1952199.5","1952189","1952204","386.14819206","386.14819206","386.14819206","1952199.5","1952189","1952204","202.72578911999997","202.72578911999997","202.72578911999997","1952199.5","1952189","1952204","423.98230186999996","423.98230187","423.98230187"
"971776","1958907.5","1958897","1958912","383.7756614999999","383.7756614999999","383.7756614999999","1958907.5","1958897","1958912","201.50317582999998","201.50317583","201.50317583","1958907.5","1958897","1958912","416.91081140999995","416.91081140999995","416.91081140999995"
"975104","1965616.5","1965606","1965621","375.40333340999996","375.40333340999996","375.40333340999996","1965616.5","1965606","1965621","204.07262815000007","204.07262815000004","204.07262815000004","1965616.5","1965606","1965621","442.13534991","442.13534991","442.13534991"
"978432","1972325.5","1972315","1972330","398.2178981900001","398.21789819","398.21789819","1972325.5","1972315","1972330","220.14936020000002","220.14936020000002","220.14936020000002","1972325.5","1972315","1972330","430.82889005000004","430.82889005","430.82889005"
"981760","1979033.5","1979023","1979038","415.4871657300001","415.4871657300001","415.4871657300001","1979033.5","1979023","1979038","188.50141516000005","188.50141516000002","188.50141516000002","1979033.5","1979023","1979038","430.34840407","430.34840407","430.34840407"
"985088","1985742.5","1985732","1985747","434.07909655000003","434.07909655000003","434.07909655000003","1985742.5","1985732","1985747","175.20777661","175.20777661","175.20777661","1985742.5","1985732","1985747","428.50654206","428.5065420600001","428.5065420600001"
"988416","1992451.5","1992441","1992456","433.77797558000015","433.77797558000015","433.77797558000015","1992451.5","1992441","1992456","180.22617215000002","180.22617215000002","180.22617215000002","1992451.5","1992441","1992456","424.98293419000004","424.9829341900001","424.9829341900001"
"991744","1999159.5","1999149","1999164","419.89009260000006","419.8900926","419.8900926","1999159.5","1999149","1999164","201.23050472","201.23050472","201.23050472","1999159.5","1999149","1999164","412.83097279","412.8309727899999","412.8309727899999"
"995072","2005868.5","2005858","2005873","404.82352910000003","404.82352910000003","404.82352910000003","2005868.5","2005858","2005873","210.52288701999993","210.52288701999998","210.52288701999998","2005868.5","2005858","2005873","390.62532540999996","390.62532540999996","390.62532540999996"
"998400","2012576.5","2012566","2012581","394.6791146999999","394.6791146999999","394.6791146999999","2012576.5","2012566","2012581","197.92108894","197.92108894","197.92108894","2012576.5","2012566","2012581","387.08033088999997","387.08033088999997","387.08033088999997"
"1001728","2019285.5","2019275","2019290","394.2109773899999","394.2109773899999","394.2109773899999","2019285.5","2019275","2019290","194.87698302000007","194.87698302000004","194.87698302000004","2019285.5","2019275","2019290","381.25113312999997","381.25113312999997","381.25113312999997"